! Author: Greg Thompson  NCAR/RAP,,,,,,,,,,,,,,
! Updated: NCEP/AWC,,,,,,,,,,,,,,
! Date:  2 MAR 2023,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
"! This file is organized by state alphabetically, then by Canadian",,,,,,,,,,,,,,
! province and then all other stations.  The file was compiled from lists,,,,,,,,,,,,,,
! of the following:,,,,,,,,,,,,,,
!      METAR sites,,,,,,,,,,,,,,
!      NEXRADs,,,,,,,,,,,,,,
!      rawinsonde sites,,,,,,,,,,,,,,
!      wind profilers,,,,,,,,,,,,,,
"!      WFOs, RFCs, NCEP-Centers",,,,,,,,,,,,,,
!      AIRMET/SIGMET station list (VORs?),,,,,,,,,,,,,,
!      ARTCCs (Air Route Traffic Control Centers - FAA),,,,,,,,,,,,,,
!      old SAO sites for archive data access  (flagged in a special manner),,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   Country abbreviations from ISO 3166,,,,,,,,,,,,,,
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt,,,,,,,,,,,,,,
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
!   CD = 2 letter state (province) abbreviation,,,,,,,,,,,,,,
!   STATION = 16 character station long name,,,,,,,,,,,,,,
!   ICAO = 4-character international id,,,,,,,,,,,,,,
!   IATA = 3-character (FAA) id,,,,,,,,,,,,,,
!   SYNOP = 5-digit international synoptic number,,,,,,,,,,,,,,
!   LAT = Latitude (degrees minutes),,,,,,,,,,,,,,
!   LON = Longitude (degree minutes),,,,,,,,,,,,,,
!   ELEV = Station elevation (meters),,,,,,,,,,,,,,
!   M = METAR reporting station.   Also Z=obsolete? site,,,,,,,,,,,,,,
!   N = NEXRAD (WSR-88D) Radar site,,,,,,,,,,,,,,
"!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)",,,,,,,,,,,,,,
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site,,,,,,,,,,,,,,
"!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)",,,,,,,,,,,,,,
!   C = Office type F=WFO/R=RFC/C=NCEP Center,,,,,,,,,,,,,,
!   Digit that follows is a priority for plotting (0=highest),,,,,,,,,,,,,,
!   Country code (2-char) is last column,,,,,,,,,,,,,,
!        1         2         3         4         5         6         7         8,,,,,,,,,,,,,,
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,country
AK,RUSSIAN MISSION,PARS,RSH,,61 46N,161 19W,15,X,,,,W,7,US
AK,SAINT MARYS,PASM,KSM,,62 04N,163 18W,108,X,,,,,7,US
AK,SAND POINT,PASD,SDP,,55 20N,160 31W,6,X,,T,,,7,US
AK,SAVOONGA,PASA,SVA,,63 41N,170 30W,9,X,,,,,7,US
AK,SCAMMON BAY,PACM,SCM,,61 51N,165 34W,3,X,,,,,7,US
AK,SELAWIK,PASK,WLK,,66 36N,160 00W,3,X,,,,,7,US
AK,SELDOVIA,PASO,SOV,,59 27N,151 42W,20,X,,,,A,7,US
AK,SEWARD,PAWD,SWD,70277,60 07N,149 25W,3,X,,,,A,7,US
AK,SHAGELUK,PAHX,SHX,,62 42N,159 34W,20,X,,,,,7,US
AK,SHAKTOOLIK,PFSH,SKK,,64 22N,161 13W,6,X,,,,,8,US
AK,SHISHMAREF,PASH,SHH,,66 16N,166 05W,3,X,,,,,7,US
AK,SHUNGNAK,PAGH,,,66 53N,157 10W,56,X,,,,,8,US
AK,SITKA/BIORKA/88D,PACG,ACG,,56 51N,135 32W,63,,X,,,,8,US
AK,SITKA,PASI,SIT,70371,57 02N,135 21W,2,X,,T,,A,6,US
AK,SKAGWAY,PAGY,SGY,70362,59 28N,135 19W,7,X,,T,,A,6,US
AK,SKWENTNA,PASW,SKW,70255,61 58N,151 12W,45,X,,,,,7,US
AK,SLANA,PADT,,,62 43N,143 55W,738,X,,,,,7,US
AK,SLEETMUTE,PASL,SLQ,,61 41N,157 09W,64,X,,,,,7,US
AK,SNOWSHOE LAKE,PALK,,,62 02N,146 40W,736,X,,,,,7,US
AK,SOLDOTNA,PASX,SXQ,,60 29N,151 03W,28,X,,,,,7,US
AK,SOUTH NAKNEK,PFWS,WSN,,58 42N,157 00W,40,X,,,,,7,US
AK,SPARREVOHN,PASV,SVW,70235,61 06N,155 34W,462,X,,T,,,7,US
AK,ST GEORGE,PAPB,STG,,56 35N,169 40W,33,X,,,,A,7,US
AK,ST MICHAEL,PAMK,SMK,,63 29N,162 07W,31,X,,,,,8,US
AK,STONY RIVER LAND,PAER,,,61 16N,153 49W,358,X,,,,,7,US
AK,ST PAUL ISLAND,PASN,SNP,70308,57 09N,170 13W,8,X,,T,X,A,5,US
AK,SUTTON,PAJV,,,61 43N,148 53W,265,X,,,,,7,US
AK,TAHNETNA PASS LO,PASP,SMU,,61 49N,147 30W,838,X,,,,,7,US
AK,TALKEETNA,PATK,TKA,70251,62 19N,150 06W,107,X,,T,,A,6,US
AK,TALKEETNA PROF,,TLK,70252,62 19N,150 25W,137,,,,W,,8,US
AK,TANANA,PATA,TAL,70178,65 10N,152 06W,62,X,,T,,A,6,US
AK,TATALINA AFS,PATL,TLJ,,62 54N,155 58W,261,X,,T,,,6,US
AK,TELLER,PATE,TLA,,65 14N,166 20W,93,X,,,,,8,US
AK,TIN CITY AFS,PATC,TNC,70117,65 34N,167 55W,77,X,,T,,,6,US
AK,TOGIAK,PATG,TOG,,59 03N,160 23W,1,X,,,,,7,US
AK,TOKSOOK BAY,PAOO,OOK,,60 32N,165 05W,15,X,,,,W,7,US
AK,UMIAT,PAUM,UMT,70162,69 22N,152 08W,79,X,,,,,7,US
AK,UNALAKLEET,PAUN,UNK,70207,63 53N,160 48W,4,X,,T,,,6,US
AK,UTQIAGVIK,PABR,BRW,70026,71 17N,156 47W,6,X,,T,X,A,5,US
AK,VALDEZ,PAVD,VDZ,,61 08N,146 15W,21,X,,T,,,6,US
AK,VALDEZ WSO,PAVW,,70275,61 08N,146 21W,10,X,,,,,7,US
AK,WAINWRIGHT,PAWI,AIN,70030,70 38N,160 01W,12,X,,,,A,7,US
AK,WALES,PAIW,WAA,,65 37N,168 06W,6,X,,,,,8,US
AK,WASILLA,PAWS,WWA,,61 34N,149 32W,102,X,,,,,7,US
AK,WHITE MOUNTAIN,PAWM,WMO,,64 41N,163 25W,80,X,,,,W,8,US
AK,WHITTIER,PAWR,,,60 47N,148 41W,12,X,,,,,7,US
AK,WILDER NATWICK,PAKX,,,60 12N,154 19W,88,X,,,,,7,US
AK,WILLOW,PAUO,WOW,,61 45N,150 03W,61,X,,,,,7,US
AK,WOLVERINE ROAD,PAIZ,,,61 38N,149 02W,236,X,,,,,7,US
AK,WRANGELL,PAWG,WRG,70387,56 29N,132 22W,6,X,,T,,,6,US
AK,YAKUTAT,PAYA,YAK,70361,59 31N,139 40W,9,X,,T,X,A,5,US
AL,ALABASTER,KEET,,72230,33 11N,086 47W,172,X,,T,,A,3,US
AL,ALBERTVILLE MUNI,K8A0,,,34 14N,086 15W,313,X,,,,,7,US
AL,ALEXANDER/RUSSEL,KALX,ALX,,32 55N,085 58W,198,X,,,,W,7,US
AL,ANDALUSIA/OPP AR,K79J,,,31 19N,086 24W,93,X,,,,W,8,US
AL,ANNISTON,KANB,ANB,,33 35N,085 51W,187,X,,T,,A,6,US
AL,AUBURN OPELIKA A,KAUO,AUO,,32 37N,085 26W,231,X,,,,,7,US
AL,AUBURN UNIV. (AM,KAUB,,,32 36N,085 30W,198,X,,,,,7,US
AL,BAY MINETTE,K1R8,,,30 52N,087 49W,76,X,,,,,7,US
AL,BESSEMER,KEKY,,,33 19N,086 56W,213,X,,,,,7,US
AL,BIRMINGHAM,KBHM,BHM,72228,33 34N,086 45W,191,X,,T,,A,4,US
AL,BRMNGHM/ALABASTR,KBMX,BMX,,33 10N,086 46W,182,,X,,X,,F 8,US
AL,CENTREVILLE WSM,K0A8,,72229,32 56N,087 05W,77,X,,,,,6,US
AL,CENTREVILLE WSM,KCKL,,,32 53N,087 15W,140,Z,,,,,8,US
AL,COURTLAND,K9A4,,,34 40N,087 21W,176,X,,,,W,8,US
AL,CULLMAN/FOLSOM F,K3A1,,,34 16N,086 51W,294,X,,,,W,7,US
AL,CULLMAN/FOLSOM F,KCMD,,,34 16N,086 51W,294,X,,,,W,7,US
AL,DAUPHIN ISLAND,K4R9,,99442,30 16N,088 08W,2,Z,,,,,8,US
AL,DECATUR,KDCU,DCU,,34 39N,086 57W,180,X,,,,A,7,US
AL,DEMOPOLIS,KDYA,,,32 28N,087 57W,33,X,,,,,7,US
AL,DOTHAN,KDHN,DHN,,31 19N,085 27W,113,X,,T,,A,6,US
AL,ENTERPRISE,KEDN,ETS,,31 18N,085 54W,103,X,,,,,7,US
AL,EUFAULA,KEUF,EUF,,31 57N,085 08W,87,X,,,,W,8,US
AL,EVERGREEN,KGZH,,,31 25N,087 03W,77,X,,,,A,7,US
AL,FAIRHOPE,K4R4,,,30 28N,087 53W,28,Z,,,,,8,US
AL,FAIRHOPE,KCQF,,,30 28N,087 53W,21,X,,,,W,8,US
AL,FLORALA MUNI,K0J4,,,31 03N,086 19W,96,X,,,,,8,US
AL,FT PAYNE/ISBELL,K4A9,,,34 28N,085 43W,273,X,,,,W,7,US
AL,FT RUCKER 88D,KEOX,EOX,,31 28N,085 28W,132,,X,,,,8,US
AL,FT RUCKER/HANCHE,KHEY,,,31 21N,085 39W,95,X,,,,,8,US
AL,FT RUCKER/SHELL,KSXS,,,31 22N,085 51W,120,X,,,,,7,US
AL,GADSDEN MUNI,KGAD,GAD,,33 58N,086 05W,169,X,,,,W,7,US
AL,GREENVILLE,KPRN,,,31 51N,086 37W,137,X,,,,,8,US
AL,GULF SHORES,KJKA,GUF,,30 17N,087 40W,5,X,,T,,,7,US
AL,HALEYVILLE,K1M4,,,34 17N,087 36W,283,X,,,,,8,US
AL,HEADLAND,K0J6,,,31 22N,085 19W,109,X,,,,,7,US
AL,HEADLAND,KHDL,,,31 22N,085 19W,109,X,,,,,7,US
AL,HUNTSVILLE,KHSV,HSV,72323,34 39N,086 47W,190,X,,T,,A,4,US
AL,HUNTSVILLE/MADIS,KM82,,,34 51N,086 33W,231,Z,,,,,8,US
AL,HUNTSVILLE/MADIS,KMDQ,,,34 52N,086 33W,221,X,,,,W,8,US
AL,HYTOP/88D,KHTX,HTX,,34 56N,086 05W,536,,X,,,,8,US
AL,JASPER/WALKER,KJFX,,,33 54N,087 19W,144,X,,,,,8,US
AL,LOWE AHP/FT. RUC,KLOR,,,31 21N,085 45W,92,X,,,,,7,US
AL,MARION,KA08,,,32 31N,087 23W,64,X,,,,,8,US
AL,MAXWELL AFB 88D,KMXX,MXX,,32 32N,085 47W,122,,X,,,,8,US
AL,MAXWELL AFB/MGM,KMXF,MXF,,32 23N,086 22W,47,X,,T,,,6,US
AL,MOBILE/BATES,KMOB,MOB,72223,30 41N,088 15W,67,X,X,T,,A,F 3,US
AL,MOBILE/BROOKLEY,KBFM,BFM,,30 37N,088 04W,7,X,,T,,A,7,US
AL,MONTGOMERY,KMGM,MGM,72226,32 18N,086 24W,64,X,,U,,A,4,US
AL,MUSCLE SHOAL,KMSL,MSL,,34 45N,087 36W,170,X,,U,,A,6,US
AL,OZARK/CAIRNS AAF,KOZR,OZR,,31 17N,085 43W,90,X,,T,,,6,US
AL,PELL CITY,KPLR,PLR,,33 34N,086 15W,145,X,,,,,7,US
AL,PHI OIL PLAT,KRAM,,,29 03N,088 05W,10,X,,,,H,8,US
AL,PRATTVILLE,K1A9,,,32 26N,086 31W,65,X,,,,,7,US
AL,REDSTONE ARSENAL,KHUA,HUA,,34 41N,086 41W,200,X,,T,,W,8,US
AL,SCOTTSBORO,K4A6,,,34 41N,086 00W,191,X,,,,,8,US
AL,SELMA/CRAIG FLD,KSEM,SEM,,32 21N,086 59W,48,X,,,,,7,US
AL,SEMMNES VOR,KSJI,,,30 44N,088 22W,63,,,V,,,8,US
AL,SYLACAUGA,KSCD,,,33 10N,086 18W,164,X,,,,,7,US
AL,TALLADEGA,KASN,ASN,,33 34N,086 03W,159,X,,T,,,8,US
AL,TROY,KTOI,TOI,,31 51N,086 01W,120,X,,T,,A,7,US
AL,TUSCALOOSA,KTCL,TCL,,33 13N,087 37W,48,X,,T,,A,6,US
AL,VIOSCA KNOLL768,KVOA,,,29 14N,087 47W,53,X,,,,,9,US
AL,VULCAN VOR,KVUZ,,,33 40N,086 54W,250,,,V,,,8,US
AR,ARKADELPHIA,KADF,,,34 06N,093 04W,54,X,,T,,,8,US
AR,ARKADELPHIA,KM89,,,34 06N,093 04W,56,Z,,,,,9,US
AR,BATESVILLE,KBVX,BVX,,35 44N,091 39W,137,X,,,,W,7,US
AR,BENTON,KSUZ,,,34 35N,092 29W,114,X,,,,W,7,US
AR,BENTONVILLE,KH00,,,36 21N,094 13W,395,X,,,,W,7,US
AR,BENTONVILLE,KVBT,,,36 21N,094 13W,390,X,,,,W,7,US
AR,BENTONVILLE (NW),KXNA,XNA,,36 17N,094 18W,390,X,,T,,,6,US
AR,BLYTHEVILLE,KBYH,BYH,,35 58N,089 57W,77,X,,,,A,7,US
AR,BLYTHEVILLE,KHKA,HKA,,35 56N,089 50W,78,X,,,,A,7,US
AR,CAMDEN,KCDH,CDH,,33 37N,092 46W,38,X,,,,,8,US
AR,CANTRELL,KCXW,,,35 01N,092 33W,84,X,,,,,8,US
AR,CLINTON MUNI,KCCA,,,35 36N,092 27W,152,X,,,,,8,US
AR,CORNING,K4M9,,,36 24N,090 39W,86,X,,,,,8,US
AR,DE QUEEN,KDEQ,,,34 03N,094 24W,107,X,,,,A,7,US
AR,DEQUEEN PROFILER,KDQU,DQU,74752,34 06N,094 17W,195,,,,W,,8,US
AR,EL DORADO,KELD,ELD,,33 13N,092 49W,76,X,,U,,A,6,US
AR,FAYETTEVILLE,KFYV,FYV,,36 01N,094 10W,377,X,,T,,A,4,US
AR,FLIPPIN (AWOS),KFLP,FLP,,36 17N,092 35W,215,X,,,,W,7,US
AR,FORT CHAFFEE,,,69050,35 10N,094 48W,143,Z,,,,,8,US
AR,FORT SMITH,KFSM,FSM,72344,35 20N,094 22W,136,X,,U,,A,3,US
AR,HARRISON,KHRO,HRO,,36 16N,093 09W,417,X,,T,,A,6,US
AR,HOT SPRINGS,KHOT,HOT,,34 29N,093 06W,153,X,,T,,A,6,US
AR,JONESBORO,KJBR,JBR,,35 50N,090 39W,79,X,,T,,A,6,US
AR,LITTLE ROCK AFB,KLRF,LRF,,34 55N,092 07W,85,X,,T,,,1,US
AR,LITTLE ROCK,KLIT,LIT,,34 44N,092 14W,77,X,,U,,A,0,US
AR,MAGNOLIA,KAGO,,,33 14N,093 13W,91,X,,,,,7,US
AR,MENA INTERMTN,KM39,,,34 33N,094 12W,320,Z,,,,,8,US
AR,MENA INTERMTN,KMEZ,UMZ,,34 33N,094 12W,320,X,,,,W,8,US
AR,MONTICELLO,KLLQ,,,33 38N,091 45W,86,X,,T,,A,7,US
AR,MOUNTAIN HOME,KBPK,WMH,,36 22N,092 28W,279,X,,T,,A,7,US
AR,MOUNT IDA,KMWT,,,34 33N,093 35W,220,X,,,,A,7,US
AR,NEWPORT,KM19,,,35 39N,091 10W,72,X,,,,,8,US
AR,N LITTLE ROCK,KORK,,,34 50N,092 15W,166,X,,,,,8,US
AR,N. LITTLE ROCK,KLZK,,72340,34 50N,092 16W,173,X,X,,X,,F 8,US
AR,PINE BLUFF/GRIDR,KPBF,PBF,,34 11N,091 56W,63,X,,T,,A,6,US
AR,RAZORBACK VOR,KRZC,,,36 15N,094 07W,443,,,V,,,8,US
AR,ROGERS,KROG,ROG,,36 22N,094 06W,407,X,,T,,W,7,US
AR,RUSSELLVILLE,KRUE,,,35 15N,093 06W,119,X,,,,A,7,US
AR,SEARCY,KSRC,SRC,,35 13N,091 44W,80,X,,,,,7,US
AR,SILOAM SPRING,KSLG,SLG,,36 12N,094 29W,361,X,,Z,,,7,US
AR,SLATINGTON MTN.,KSRX,SRX,,35 17N,094 22W,195,,X,,,,8,US
AR,SPRINGDALE MUNI,KASG,SPZ,,36 10N,094 07W,410,X,,,,,7,US
AR,STUTTGART,KSGT,SGT,,34 36N,091 34W,67,X,,Z,,,7,US
AR,TEXARKANA,KTXK,TXK,,33 27N,093 59W,118,X,,U,,A,6,US
AR,WALNUT RIDGE,KARG,ARG,,36 07N,090 55W,82,X,,V,,,6,US
AR,W MEMPHIS MUNI,KAWM,AWM,,35 08N,090 14W,64,X,,,,A,5,US
AZ,AK-CHIN,KA39,,,32 59N,111 55W,391,X,,,,,7,US
AZ,BUCKEYE,KBXK,BXK,,33 25N,112 41W,303,X,,,,,8,US
AZ,BULLHEAD CITY,KIFP,IFP,,35 09N,114 34W,210,X,,T,,,7,US
AZ,CASA GRANDA,KCGZ,CGZ,,32 57N,111 46W,444,X,,,,W,7,US
AZ,CHANDLER,KCHD,,,33 16N,111 49W,378,X,,,,H,8,US
AZ,CHANDLER/MESA,KIWA,AZA,,33 18N,111 39W,420,X,X,T,,,3,US
AZ,COCONINO/FLAGSTF,KFSX,FSX,,34 34N,111 12W,2261,,X,,,,8,US
AZ,COLORADO CITY,KAZC,,,36 58N,113 01W,1476,X,,,,,8,US
AZ,COOLIDGE MUNI,KP08,,,32 56N,111 26W,477,X,,,,W,8,US
AZ,COTTONWOOD,KP52,,,34 44N,112 02W,1085,X,,,,,7,US
AZ,DAVIS/TUCSON,KDMA,DMA,,32 10N,110 53W,804,X,,T,,,6,US
AZ,DOUGLAS BISBEE,KDUG,DUG,,31 28N,109 36W,1260,X,,T,,,6,US
AZ,FLAGSTAFF/BELLEM,KFGZ,,72376,35 14N,111 49W,2181,,,,X,,F 8,US
AZ,FLAGSTAFF,KFLG,FLG,,35 08N,111 40W,2134,X,,T,,A,2,US
AZ,FORT HUACHUCA,KFHU,FHU,72273,31 35N,110 21W,1424,X,,T,,,6,US
AZ,GILA BEND (AAF),KGBN,,74724,32 53N,112 43W,262,Z,,,,,8,US
AZ,GILA BEND (AAF),KGXF,,,32 53N,112 43W,261,X,,,,,7,US
AZ,GLENDALE,KGEU,,,33 32N,112 18W,319,X,,,,,7,US
AZ,GOODYEAR MUNICIP,KGYR,GYR,,33 25N,112 22W,292,X,,,,,7,US
AZ,GRAND CANYON,KGCN,GCN,,35 57N,112 09W,1993,X,,T,,A,4,US
AZ,GRAND CANYON/VAL,K40G,,,35 38N,112 09W,1830,X,,,,,7,US
AZ,KINGMAN,KIGM,IGM,72370,35 15N,113 56W,1045,X,,,,A,7,US
AZ,LAGUNA (AAF),KLGF,LGF,,32 52N,114 24W,118,X,,,,,8,US
AZ,LAKE HAVASU CITY,KHII,HII,,34 34N,114 22W,241,X,,,,,8,US
AZ,LUKE AFB/GLENDAL,KLUF,LUF,,33 32N,112 22W,333,X,,T,,,6,US
AZ,MARANA,KMZJ,MZJ,,32 31N,111 19W,574,X,,,,,7,US
AZ,MESA/FALCON FLD,KFFZ,MSC,,33 28N,111 43W,420,X,,,,,7,US
AZ,NOGALES,K13A,,,31 25N,110 51W,1198,Z,,,,,8,US
AZ,NOGALES,KOLS,OLS,,31 25N,110 51W,1194,X,,T,,A,6,US
AZ,PAGE,KPGA,PGA,72371,36 55N,111 27W,1310,X,,T,,A,3,US
AZ,PAYSON,K0E4,,,34 13N,111 19W,1498,Z,,,,,8,US
AZ,PAYSON,KPAN,PJB,,34 15N,111 20W,1575,X,,,,W,9,US
AZ,PEACH SPRING,KPGS,,,35 37N,113 32W,1450,,,V,,,8,US
AZ,PHOENIX/DEER VLY,KDVT,DVT,,33 41N,112 04W,454,X,,T,,A,1,US
AZ,PHOENIX/SKY HRBR,KPHX,PHX,72278,33 26N,112 01W,338,X,,U,,A,0,US
AZ,PHOENIX/WFO,KPSR,PSR,74626,33 26N,112 01W,342,,,,X,,F 8,US
AZ,PIMA COUNTY/88D,KEMX,EMX,,31 54N,110 38W,1586,,X,,,,8,US
AZ,PIONEER AIRFIELD,KALK,,,31 36N,110 26W,1451,X,,,,,8,US
AZ,PRESCOTT,KPRC,PRC,,34 39N,112 25W,1528,X,,T,,A,3,US
AZ,PRESCOTT(VOR),KDRK,,,34 42N,112 29W,1524,,,V,,,8,US
AZ,SAFFORD,KE74,,,32 49N,109 41W,900,Z,,,,,8,US
AZ,SAFFORD,KSAD,SAD,,32 51N,109 38W,937,X,,S,,A,6,US
AZ,SAN SIMON,KSSO,,,32 16N,109 15W,1097,,,V,,,8,US
AZ,SCOTTSDALE,KSDL,SCF,,33 37N,111 55W,438,X,,T,,A,7,US
AZ,SEDONA,KSEZ,SDX,,34 51N,111 47W,1455,X,,T,,,8,US
AZ,SHOW LOW,KE03,,,34 15N,110 02W,1955,Z,,,,,8,US
AZ,SHOW LOW MUNICIP,KSOW,SOW,,34 16N,110 00W,1954,X,,S,,,6,US
AZ,SPRINGERVILLE,KJTC,,,34 08N,109 19W,2148,X,,,,,7,US
AZ,ST. JOHNS,KSJN,SJN,,34 31N,109 23W,1747,X,,V,,A,6,US
AZ,TAYLOR,KTYL,TYZ,,34 27N,110 07W,1748,X,,,,,8,US
AZ,TUBA CITY,KT03,,,36 06N,111 23W,1400,Z,,,,,8,US
AZ,TUBA CITY,KTBC,,,36 07N,111 16W,1538,,,V,,,8,US
AZ,TUCSON,KTUS,TUS,,32 08N,110 57W,776,X,,U,,A,2,US
AZ,TUCSON/MARANA,KAVQ,AVW,,32 24N,111 13W,618,X,,,,,8,US
AZ,TUCSON/RYAN FLD,KRYN,,,32 09N,111 10W,731,X,,,,W,8,US
AZ,TUCSON/WFO,KTWC,TWC,72274,32 14N,110 57W,752,,,,X,,F 8,US
AZ,WILLIAMS CLARK,KCMR,,,35 18N,112 12W,2039,X,,,,,8,US
AZ,WINDOW ROCK,KP34,,,35 39N,109 04W,2055,Z,,,,,8,US
AZ,WINDOW ROCK,KRQE,,,35 39N,109 04W,2056,X,,,,A,7,US
AZ,WINSLOW,KINW,INW,72374,35 02N,110 43W,1492,X,,U,,A,4,US
AZ,YUMA/88D,KYUX,,,32 30N,114 39W,53,,X,Z,,,8,US
AZ,YUMA AUX,KNOZ,,,32 32N,114 30W,78,X,,,,,8,US
AZ,YUMA INTL,KYUM,,72280,32 39N,114 36W,63,X,,T,,,3,US
AZ,YUMA MCAS,KNYL,YUM,,32 39N,114 37W,58,X,,T,,,6,US
AZ,YUMA PRVG GROUN,,,69031,32 30N,114 24W,231,,,,,,8,US
AZ,YUMA PRVG GROUN,K1Y7,,74004,32 30N,114 24W,231,,,,,,8,US
AZ,YUMA (VOR),KBZA,,,32 46N,114 36W,63,,,V,,,8,US
CA,ALAMEDA NAS,KNGZ,,74506,37 46N,122 19W,4,X,,,,,7,US
CA,ALTURAS,KAAT,,,41 29N,120 34W,1336,X,,,,A,7,US
CA,ALTURAS,KO00,,,41 29N,120 34W,1331,Z,,,,,8,US
CA,ALTURAS,KS11,,,41 30N,120 31W,1331,Z,,,,,8,US
CA,APPLE VALLEY,KAPV,APV,,34 34N,117 11W,902,X,,,,,8,US
CA,ARCATA/EUREKA,KACV,ACV,,40 59N,124 06W,63,X,,T,,A,6,US
CA,AUBURN MUNI,KAUN,AUN,,38 57N,121 05W,453,X,,,,W,8,US
CA,AVALON,KAVX,AVX,72292,33 24N,118 25W,482,X,,,,A,7,US
CA,BAKERSFIELD,KBFL,BFL,72384,35 26N,119 03W,146,X,,T,,A,6,US
CA,BAKERSFIELD(VOR),KEHF,,,35 29N,119 06W,151,,,V,,,8,US
CA,BEALE AFB/MARYSV,KBAB,BAB,,39 08N,121 26W,31,X,,T,,,6,US
CA,BEALE/ORO DAM,KBBX,BBX,,39 30N,121 38W,53,,X,,,,8,US
CA,BEAUMONT,KBUO,,,33 55N,116 58W,692,X,,,,,7,US
CA,BICYCLE LAKE,KBYS,BYS,74611,35 17N,116 38W,717,X,,T,,,6,US
CA,BIG BEAR CITY,KL35,,,34 16N,116 51W,2062,X,,,,,8,US
CA,BISHOP,KBIH,BIH,72480,37 22N,118 21W,1252,X,,T,,A,6,US
CA,BLYTHE,KBLH,BLH,,33 37N,114 43W,119,X,,T,,A,6,US
CA,BODEGA BAY,K92Q,,,38 19N,123 03W,3,Z,,,,,8,US
CA,BORREGO SPRINGS,KL08,,,33 16N,116 19W,156,X,,,,,8,US
CA,BRIDGEPORT,KO57,,,38 16N,119 13W,1973,X,,,,W,8,US
CA,BRIDGEPORT(MCMWT,KBAN,,,38 21N,119 31W,2067,X,,,,,8,US
CA,BURBANK,KBUR,BUR,72288,34 12N,118 22W,221,X,,T,,A,6,US
CA,BURNEY,KBNY,,,40 52N,121 40W,957,X,,,,,7,US
CA,BYRON,KC83,,,37 50N,121 37W,16,X,,,,,8,US
CA,CALEXICO INTL,KCXL,CXL,,32 40N,115 30W,1,X,,,,,7,US
CA,CAMARILLO,KCMA,,,34 13N,119 06W,20,X,,T,,W,7,US
CA,CAMPO,KCZZ,,,32 38N,116 28W,805,X,,,,A,7,US
CA,CAMP PENDLETON,KNFG,,,33 18N,117 21W,21,X,,T,,,6,US
CA,CAMP ROBERTS,KSYL,,,35 45N,120 42W,220,,,,,,8,US
CA,CARLSBAD,KCRQ,CLD,,33 08N,117 17W,96,X,,T,,A,6,US
CA,CEDARVILLE,KO59,,,41 33N,120 10W,1409,X,,,,,8,US
CA,CHESTER,KO05,,,40 17N,121 14W,1380,X,,,,,7,US
CA,CHICO MUNICIPAL,KCIC,CIC,,39 47N,121 51W,72,X,,,,,7,US
CA,CHINA LAKE (NAF),KNID,,74612,35 41N,117 41W,682,X,,T,,,4,US
CA,CHINO,KCNO,CNO,,33 59N,117 37W,191,X,,,,A,7,US
CA,COLUMBIA,KO22,,,38 02N,120 25W,637,X,,,,,7,US
CA,CONCORD,KCCR,CCR,,38 00N,122 03W,6,X,,,,A,7,US
CA,CORONA MUNI,KAJO,,,33 54N,117 36W,161,X,,,,,8,US
CA,COSTA MESA,KSNA,SNA,,33 40N,117 52W,14,X,,T,,,6,US
CA,CRESCENT CITY,KCEC,CEC,,41 47N,124 14W,17,X,,T,,,6,US
CA,CROWS LANDING,KNRC,NRC,,37 24N,121 06W,50,Z,,,,,8,US
CA,CUDDLEBACK GUN R,,,74618,35 16N,117 26W,864,Z,,,,,8,US
CA,DAGGETT,KDAG,DAG,,34 51N,116 47W,584,X,,T,,A,6,US
CA,DAVIS YOLO CNTY,KDWA,,,38 35N,121 51W,28,X,,,,,8,US
CA,DAVIS,KEDU,,,38 32N,121 47W,20,X,,,,W,8,US
CA,DELANO,KDLO,,,35 45N,119 14W,97,X,,,,,8,US
CA,EDWARDS AFB/88D,KEYX,EYX,,35 06N,117 34W,840,,X,,,,8,US
CA,EDWARDS AFB,KEDW,EDW,72381,34 54N,117 52W,698,X,,T,X,,3,US
CA,EDWARDS N-AUX,K9L2,,,34 59N,117 52W,697,X,,,,,8,US
CA,EL CENTRO NAF,KNJK,NJK,72281,32 49N,115 40W,-15,X,,T,,,6,US
CA,EL MONTE,KEMT,EMT,,34 05N,118 02W,84,X,,,,,7,US
CA,EL TORO MCAS,KNZJ,,69014,33 40N,117 43W,117,Z,,,,,8,US
CA,EMIGRANT GAP,KBLU,BLU,,39 17N,120 42W,1605,X,,,,A,7,US
CA,EUREKA/MURRAY,KEKA,EKA,72594,40 48N,124 06W,13,X,,,,,F 8,US
